Filename,Filepath,Flower,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7,Fold_8,Fold_9,Fold_10
3249.jpg,Flavia_dataset\Ford Woodlotus\3249.jpg,Ford Woodlotus,Train,Train,Train,Train,Train,Test,Train,Train,Train,Valid
3250.jpg,Flavia_dataset\Ford Woodlotus\3250.jpg,Ford Woodlotus,Train,Test,Train,Train,Train,Valid,Train,Train,Train,Train
3251.jpg,Flavia_dataset\Ford Woodlotus\3251.jpg,Ford Woodlotus,Valid,Train,Train,Train,Test,Train,Train,Train,Train,Train
3252.jpg,Flavia_dataset\Ford Woodlotus\3252.jpg,Ford Woodlotus,Test,Valid,Train,Train,Train,Train,Train,Train,Train,Train
3253.jpg,Flavia_dataset\Ford Woodlotus\3253.jpg,Ford Woodlotus,Train,Train,Train,Train,Train,Train,Valid,Test,Train,Train
3254.jpg,Flavia_dataset\Ford Woodlotus\3254.jpg,Ford Woodlotus,Train,Train,Train,Train,Train,Train,Test,Train,Train,Valid
3255.jpg,Flavia_dataset\Ford Woodlotus\3255.jpg,Ford Woodlotus,Test,Train,Train,Train,Valid,Train,Train,Train,Train,Train
3256.jpg,Flavia_dataset\Ford Woodlotus\3256.jpg,Ford Woodlotus,Train,Test,Train,Train,Train,Valid,Train,Train,Train,Train
3257.jpg,Flavia_dataset\Ford Woodlotus\3257.jpg,Ford Woodlotus,Train,Train,Train,Train,Test,Train,Train,Valid,Train,Train
3258.jpg,Flavia_dataset\Ford Woodlotus\3258.jpg,Ford Woodlotus,Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
3259.jpg,Flavia_dataset\Ford Woodlotus\3259.jpg,Ford Woodlotus,Train,Train,Train,Test,Train,Train,Train,Train,Valid,Train
3260.jpg,Flavia_dataset\Ford Woodlotus\3260.jpg,Ford Woodlotus,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Test
3261.jpg,Flavia_dataset\Ford Woodlotus\3261.jpg,Ford Woodlotus,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
3262.jpg,Flavia_dataset\Ford Woodlotus\3262.jpg,Ford Woodlotus,Train,Valid,Test,Train,Train,Train,Train,Train,Train,Train
3263.jpg,Flavia_dataset\Ford Woodlotus\3263.jpg,Ford Woodlotus,Train,Train,Train,Valid,Train,Train,Train,Test,Train,Train
3264.jpg,Flavia_dataset\Ford Woodlotus\3264.jpg,Ford Woodlotus,Train,Train,Valid,Train,Train,Train,Test,Train,Train,Train
3265.jpg,Flavia_dataset\Ford Woodlotus\3265.jpg,Ford Woodlotus,Train,Train,Train,Test,Train,Valid,Train,Train,Train,Train
3266.jpg,Flavia_dataset\Ford Woodlotus\3266.jpg,Ford Woodlotus,Train,Test,Train,Train,Train,Train,Train,Train,Valid,Train
3267.jpg,Flavia_dataset\Ford Woodlotus\3267.jpg,Ford Woodlotus,Valid,Train,Train,Train,Test,Train,Train,Train,Train,Train
3268.jpg,Flavia_dataset\Ford Woodlotus\3268.jpg,Ford Woodlotus,Train,Valid,Train,Train,Train,Train,Train,Train,Test,Train
3269.jpg,Flavia_dataset\Ford Woodlotus\3269.jpg,Ford Woodlotus,Train,Train,Train,Train,Valid,Test,Train,Train,Train,Train
3270.jpg,Flavia_dataset\Ford Woodlotus\3270.jpg,Ford Woodlotus,Test,Train,Train,Train,Train,Train,Train,Train,Train,Valid
3271.jpg,Flavia_dataset\Ford Woodlotus\3271.jpg,Ford Woodlotus,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
3272.jpg,Flavia_dataset\Ford Woodlotus\3272.jpg,Ford Woodlotus,Train,Train,Test,Train,Train,Train,Valid,Train,Train,Train
3273.jpg,Flavia_dataset\Ford Woodlotus\3273.jpg,Ford Woodlotus,Train,Test,Train,Train,Train,Valid,Train,Train,Train,Train
3274.jpg,Flavia_dataset\Ford Woodlotus\3274.jpg,Ford Woodlotus,Train,Valid,Train,Train,Train,Train,Test,Train,Train,Train
3275.jpg,Flavia_dataset\Ford Woodlotus\3275.jpg,Ford Woodlotus,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
3276.jpg,Flavia_dataset\Ford Woodlotus\3276.jpg,Ford Woodlotus,Train,Train,Train,Test,Valid,Train,Train,Train,Train,Train
3277.jpg,Flavia_dataset\Ford Woodlotus\3277.jpg,Ford Woodlotus,Train,Train,Valid,Train,Train,Train,Train,Train,Test,Train
3278.jpg,Flavia_dataset\Ford Woodlotus\3278.jpg,Ford Woodlotus,Train,Train,Train,Train,Train,Test,Train,Valid,Train,Train
3279.jpg,Flavia_dataset\Ford Woodlotus\3279.jpg,Ford Woodlotus,Train,Train,Test,Train,Train,Train,Train,Train,Train,Valid
3280.jpg,Flavia_dataset\Ford Woodlotus\3280.jpg,Ford Woodlotus,Test,Train,Train,Valid,Train,Train,Train,Train,Train,Train
3281.jpg,Flavia_dataset\Ford Woodlotus\3281.jpg,Ford Woodlotus,Valid,Train,Train,Train,Train,Train,Train,Test,Train,Train
3282.jpg,Flavia_dataset\trident maple\3282.jpg,trident maple,Train,Train,Train,Train,Test,Train,Valid,Train,Train,Train
3283.jpg,Flavia_dataset\trident maple\3283.jpg,trident maple,Train,Train,Train,Train,Train,Train,Valid,Train,Test,Train
3284.jpg,Flavia_dataset\trident maple\3284.jpg,trident maple,Train,Train,Train,Train,Train,Test,Train,Train,Train,Valid
3285.jpg,Flavia_dataset\trident maple\3285.jpg,trident maple,Test,Train,Train,Train,Train,Train,Train,Train,Valid,Train
3286.jpg,Flavia_dataset\trident maple\3286.jpg,trident maple,Train,Valid,Test,Train,Train,Train,Train,Train,Train,Train
3287.jpg,Flavia_dataset\trident maple\3287.jpg,trident maple,Train,Test,Valid,Train,Train,Train,Train,Train,Train,Train
3288.jpg,Flavia_dataset\trident maple\3288.jpg,trident maple,Train,Train,Train,Train,Valid,Train,Test,Train,Train,Train
3289.jpg,Flavia_dataset\trident maple\3289.jpg,trident maple,Valid,Train,Train,Train,Train,Train,Train,Test,Train,Train
3290.jpg,Flavia_dataset\trident maple\3290.jpg,trident maple,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Test
3291.jpg,Flavia_dataset\trident maple\3291.jpg,trident maple,Train,Train,Train,Valid,Test,Train,Train,Train,Train,Train
3292.jpg,Flavia_dataset\trident maple\3292.jpg,trident maple,Train,Train,Train,Test,Train,Train,Train,Valid,Train,Train
3293.jpg,Flavia_dataset\trident maple\3293.jpg,trident maple,Train,Valid,Test,Train,Train,Train,Train,Train,Train,Train
3294.jpg,Flavia_dataset\trident maple\3294.jpg,trident maple,Train,Train,Train,Train,Train,Train,Test,Valid,Train,Train
3295.jpg,Flavia_dataset\trident maple\3295.jpg,trident maple,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
3296.jpg,Flavia_dataset\trident maple\3296.jpg,trident maple,Train,Train,Train,Train,Train,Train,Valid,Train,Train,Test
3297.jpg,Flavia_dataset\trident maple\3297.jpg,trident maple,Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
3298.jpg,Flavia_dataset\trident maple\3298.jpg,trident maple,Train,Test,Train,Train,Train,Train,Train,Train,Train,Valid
3299.jpg,Flavia_dataset\trident maple\3299.jpg,trident maple,Train,Train,Valid,Test,Train,Train,Train,Train,Train,Train
3300.jpg,Flavia_dataset\trident maple\3300.jpg,trident maple,Train,Train,Train,Train,Test,Train,Train,Train,Valid,Train
3301.jpg,Flavia_dataset\trident maple\3301.jpg,trident maple,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
3302.jpg,Flavia_dataset\trident maple\3302.jpg,trident maple,Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
3303.jpg,Flavia_dataset\trident maple\3303.jpg,trident maple,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
3304.jpg,Flavia_dataset\trident maple\3304.jpg,trident maple,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
3305.jpg,Flavia_dataset\trident maple\3305.jpg,trident maple,Train,Train,Train,Train,Test,Train,Valid,Train,Train,Train
3306.jpg,Flavia_dataset\trident maple\3306.jpg,trident maple,Train,Train,Train,Train,Train,Train,Test,Train,Train,Valid
3307.jpg,Flavia_dataset\trident maple\3307.jpg,trident maple,Valid,Train,Test,Train,Train,Train,Train,Train,Train,Train
3308.jpg,Flavia_dataset\trident maple\3308.jpg,trident maple,Train,Train,Train,Test,Train,Train,Train,Valid,Train,Train
3309.jpg,Flavia_dataset\trident maple\3309.jpg,trident maple,Test,Train,Valid,Train,Train,Train,Train,Train,Train,Train
3310.jpg,Flavia_dataset\trident maple\3310.jpg,trident maple,Train,Train,Train,Train,Train,Valid,Train,Train,Train,Test
3311.jpg,Flavia_dataset\trident maple\3311.jpg,trident maple,Train,Valid,Train,Train,Train,Train,Train,Train,Test,Train
3312.jpg,Flavia_dataset\trident maple\3312.jpg,trident maple,Train,Test,Train,Train,Train,Train,Train,Train,Valid,Train
3313.jpg,Flavia_dataset\trident maple\3313.jpg,trident maple,Test,Train,Train,Train,Train,Train,Train,Train,Train,Valid
3314.jpg,Flavia_dataset\trident maple\3314.jpg,trident maple,Valid,Test,Train,Train,Train,Train,Train,Train,Train,Train
3315.jpg,Flavia_dataset\trident maple\3315.jpg,trident maple,Train,Train,Valid,Train,Train,Train,Train,Test,Train,Train
3316.jpg,Flavia_dataset\trident maple\3316.jpg,trident maple,Train,Train,Test,Train,Train,Train,Train,Valid,Train,Train
3317.jpg,Flavia_dataset\trident maple\3317.jpg,trident maple,Train,Train,Train,Train,Valid,Train,Test,Train,Train,Train
3318.jpg,Flavia_dataset\trident maple\3318.jpg,trident maple,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
3319.jpg,Flavia_dataset\trident maple\3319.jpg,trident maple,Train,Train,Train,Train,Test,Valid,Train,Train,Train,Train
3320.jpg,Flavia_dataset\trident maple\3320.jpg,trident maple,Train,Train,Train,Train,Train,Train,Valid,Train,Test,Train
3321.jpg,Flavia_dataset\trident maple\3321.jpg,trident maple,Train,Valid,Train,Test,Train,Train,Train,Train,Train,Train
3322.jpg,Flavia_dataset\trident maple\3322.jpg,trident maple,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
3323.jpg,Flavia_dataset\trident maple\3323.jpg,trident maple,Train,Test,Train,Valid,Train,Train,Train,Train,Train,Train
3324.jpg,Flavia_dataset\trident maple\3324.jpg,trident maple,Test,Train,Train,Train,Train,Train,Valid,Train,Train,Train
3325.jpg,Flavia_dataset\trident maple\3325.jpg,trident maple,Valid,Train,Test,Train,Train,Train,Train,Train,Train,Train
3326.jpg,Flavia_dataset\trident maple\3326.jpg,trident maple,Train,Train,Train,Train,Test,Train,Train,Train,Train,Valid
3327.jpg,Flavia_dataset\trident maple\3327.jpg,trident maple,Train,Train,Train,Test,Train,Valid,Train,Train,Train,Train
3328.jpg,Flavia_dataset\trident maple\3328.jpg,trident maple,Train,Train,Valid,Train,Train,Train,Train,Test,Train,Train
3329.jpg,Flavia_dataset\trident maple\3329.jpg,trident maple,Train,Train,Train,Train,Valid,Train,Train,Train,Test,Train
3330.jpg,Flavia_dataset\trident maple\3330.jpg,trident maple,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
3331.jpg,Flavia_dataset\trident maple\3331.jpg,trident maple,Train,Valid,Train,Train,Train,Train,Test,Train,Train,Train
3332.jpg,Flavia_dataset\trident maple\3332.jpg,trident maple,Train,Train,Train,Train,Train,Test,Train,Train,Valid,Train
3333.jpg,Flavia_dataset\trident maple\3333.jpg,trident maple,Train,Train,Train,Valid,Train,Train,Test,Train,Train,Train
3334.jpg,Flavia_dataset\trident maple\3334.jpg,trident maple,Train,Train,Train,Train,Valid,Train,Train,Train,Test,Train
3335.jpg,Flavia_dataset\Beale's barberry\3335.jpg,Beale's barberry,Train,Train,Train,Train,Test,Train,Train,Valid,Train,Train
3336.jpg,Flavia_dataset\Beale's barberry\3336.jpg,Beale's barberry,Train,Train,Test,Train,Train,Train,Train,Train,Train,Valid
3337.jpg,Flavia_dataset\Beale's barberry\3337.jpg,Beale's barberry,Train,Train,Train,Test,Train,Train,Train,Train,Valid,Train
3338.jpg,Flavia_dataset\Beale's barberry\3338.jpg,Beale's barberry,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Test
3339.jpg,Flavia_dataset\Beale's barberry\3339.jpg,Beale's barberry,Train,Train,Valid,Train,Train,Test,Train,Train,Train,Train
3340.jpg,Flavia_dataset\Beale's barberry\3340.jpg,Beale's barberry,Train,Train,Train,Train,Train,Valid,Train,Test,Train,Train
3341.jpg,Flavia_dataset\Beale's barberry\3341.jpg,Beale's barberry,Test,Train,Train,Train,Train,Train,Valid,Train,Train,Train
3342.jpg,Flavia_dataset\Beale's barberry\3342.jpg,Beale's barberry,Valid,Test,Train,Train,Train,Train,Train,Train,Train,Train
3343.jpg,Flavia_dataset\Beale's barberry\3343.jpg,Beale's barberry,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
3344.jpg,Flavia_dataset\Beale's barberry\3344.jpg,Beale's barberry,Train,Train,Train,Test,Train,Valid,Train,Train,Train,Train
3345.jpg,Flavia_dataset\Beale's barberry\3345.jpg,Beale's barberry,Train,Train,Train,Train,Test,Train,Valid,Train,Train,Train
3346.jpg,Flavia_dataset\Beale's barberry\3346.jpg,Beale's barberry,Test,Train,Train,Train,Train,Train,Train,Valid,Train,Train
3347.jpg,Flavia_dataset\Beale's barberry\3347.jpg,Beale's barberry,Train,Test,Train,Train,Train,Train,Train,Train,Train,Valid
3348.jpg,Flavia_dataset\Beale's barberry\3348.jpg,Beale's barberry,Train,Train,Train,Valid,Train,Train,Train,Train,Test,Train
3349.jpg,Flavia_dataset\Beale's barberry\3349.jpg,Beale's barberry,Train,Train,Valid,Train,Train,Train,Test,Train,Train,Train
3350.jpg,Flavia_dataset\Beale's barberry\3350.jpg,Beale's barberry,Valid,Train,Test,Train,Train,Train,Train,Train,Train,Train
3351.jpg,Flavia_dataset\Beale's barberry\3351.jpg,Beale's barberry,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
3352.jpg,Flavia_dataset\Beale's barberry\3352.jpg,Beale's barberry,Train,Valid,Train,Train,Train,Test,Train,Train,Train,Train
3353.jpg,Flavia_dataset\Beale's barberry\3353.jpg,Beale's barberry,Train,Train,Test,Train,Train,Train,Train,Valid,Train,Train
3354.jpg,Flavia_dataset\Beale's barberry\3354.jpg,Beale's barberry,Train,Train,Train,Valid,Train,Train,Train,Train,Test,Train
3355.jpg,Flavia_dataset\Beale's barberry\3355.jpg,Beale's barberry,Train,Train,Train,Test,Train,Train,Train,Train,Train,Valid
3356.jpg,Flavia_dataset\Beale's barberry\3356.jpg,Beale's barberry,Train,Train,Valid,Train,Train,Train,Test,Train,Train,Train
3357.jpg,Flavia_dataset\Beale's barberry\3357.jpg,Beale's barberry,Train,Train,Train,Train,Test,Train,Train,Train,Valid,Train
3358.jpg,Flavia_dataset\Beale's barberry\3358.jpg,Beale's barberry,Train,Train,Train,Train,Train,Train,Valid,Test,Train,Train
3359.jpg,Flavia_dataset\Beale's barberry\3359.jpg,Beale's barberry,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Test
3360.jpg,Flavia_dataset\Beale's barberry\3360.jpg,Beale's barberry,Valid,Train,Train,Train,Train,Test,Train,Train,Train,Train
3361.jpg,Flavia_dataset\Beale's barberry\3361.jpg,Beale's barberry,Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
3362.jpg,Flavia_dataset\Beale's barberry\3362.jpg,Beale's barberry,Train,Test,Train,Train,Valid,Train,Train,Train,Train,Train
3363.jpg,Flavia_dataset\Beale's barberry\3363.jpg,Beale's barberry,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
3364.jpg,Flavia_dataset\Beale's barberry\3364.jpg,Beale's barberry,Train,Train,Valid,Train,Train,Train,Train,Train,Test,Train
3365.jpg,Flavia_dataset\Beale's barberry\3365.jpg,Beale's barberry,Valid,Train,Train,Train,Train,Train,Test,Train,Train,Train
3366.jpg,Flavia_dataset\Beale's barberry\3366.jpg,Beale's barberry,Train,Train,Train,Train,Train,Test,Train,Train,Train,Valid
3367.jpg,Flavia_dataset\Beale's barberry\3367.jpg,Beale's barberry,Train,Train,Train,Train,Test,Train,Train,Valid,Train,Train
3368.jpg,Flavia_dataset\Beale's barberry\3368.jpg,Beale's barberry,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
3369.jpg,Flavia_dataset\Beale's barberry\3369.jpg,Beale's barberry,Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
3370.jpg,Flavia_dataset\Beale's barberry\3370.jpg,Beale's barberry,Train,Test,Train,Train,Train,Train,Valid,Train,Train,Train
3371.jpg,Flavia_dataset\Beale's barberry\3371.jpg,Beale's barberry,Train,Valid,Train,Test,Train,Train,Train,Train,Train,Train
3372.jpg,Flavia_dataset\Beale's barberry\3372.jpg,Beale's barberry,Train,Train,Test,Valid,Train,Train,Train,Train,Train,Train
3373.jpg,Flavia_dataset\Beale's barberry\3373.jpg,Beale's barberry,Train,Train,Train,Valid,Train,Train,Train,Train,Test,Train
3374.jpg,Flavia_dataset\Beale's barberry\3374.jpg,Beale's barberry,Train,Test,Train,Train,Valid,Train,Train,Train,Train,Train
3375.jpg,Flavia_dataset\Beale's barberry\3375.jpg,Beale's barberry,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
3376.jpg,Flavia_dataset\Beale's barberry\3376.jpg,Beale's barberry,Test,Train,Train,Train,Train,Train,Train,Train,Train,Valid
3377.jpg,Flavia_dataset\Beale's barberry\3377.jpg,Beale's barberry,Train,Train,Train,Train,Train,Train,Valid,Test,Train,Train
3378.jpg,Flavia_dataset\Beale's barberry\3378.jpg,Beale's barberry,Valid,Train,Train,Train,Test,Train,Train,Train,Train,Train
3379.jpg,Flavia_dataset\Beale's barberry\3379.jpg,Beale's barberry,Train,Train,Train,Test,Train,Train,Train,Train,Valid,Train
3380.jpg,Flavia_dataset\Beale's barberry\3380.jpg,Beale's barberry,Train,Train,Valid,Train,Train,Train,Test,Train,Train,Train
3381.jpg,Flavia_dataset\Beale's barberry\3381.jpg,Beale's barberry,Train,Train,Test,Train,Train,Valid,Train,Train,Train,Train
3382.jpg,Flavia_dataset\Beale's barberry\3382.jpg,Beale's barberry,Train,Valid,Train,Train,Train,Test,Train,Train,Train,Train
3383.jpg,Flavia_dataset\Beale's barberry\3383.jpg,Beale's barberry,Train,Train,Train,Train,Train,Test,Valid,Train,Train,Train
3384.jpg,Flavia_dataset\Beale's barberry\3384.jpg,Beale's barberry,Train,Train,Train,Train,Train,Train,Train,Train,Valid,Test
3385.jpg,Flavia_dataset\Beale's barberry\3385.jpg,Beale's barberry,Test,Train,Train,Train,Train,Train,Train,Train,Train,Valid
3386.jpg,Flavia_dataset\Beale's barberry\3386.jpg,Beale's barberry,Train,Train,Train,Train,Test,Valid,Train,Train,Train,Train
3387.jpg,Flavia_dataset\Beale's barberry\3387.jpg,Beale's barberry,Train,Valid,Train,Test,Train,Train,Train,Train,Train,Train
3388.jpg,Flavia_dataset\Beale's barberry\3388.jpg,Beale's barberry,Train,Train,Train,Valid,Train,Train,Train,Test,Train,Train
3389.jpg,Flavia_dataset\Beale's barberry\3389.jpg,Beale's barberry,Valid,Test,Train,Train,Train,Train,Train,Train,Train,Train
3390.jpg,Flavia_dataset\southern magnolia\3390.jpg,southern magnolia,Train,Train,Valid,Train,Train,Train,Test,Train,Train,Train
3391.jpg,Flavia_dataset\southern magnolia\3391.jpg,southern magnolia,Train,Train,Train,Train,Valid,Train,Train,Train,Test,Train
3392.jpg,Flavia_dataset\southern magnolia\3392.jpg,southern magnolia,Train,Train,Test,Train,Train,Train,Train,Valid,Train,Train
3393.jpg,Flavia_dataset\southern magnolia\3393.jpg,southern magnolia,Train,Train,Train,Train,Train,Train,Train,Test,Valid,Train
3394.jpg,Flavia_dataset\southern magnolia\3394.jpg,southern magnolia,Train,Train,Train,Test,Train,Train,Valid,Train,Train,Train
3395.jpg,Flavia_dataset\southern magnolia\3395.jpg,southern magnolia,Train,Train,Test,Train,Train,Train,Train,Train,Train,Valid
3396.jpg,Flavia_dataset\southern magnolia\3396.jpg,southern magnolia,Train,Train,Train,Valid,Train,Train,Train,Train,Test,Train
3397.jpg,Flavia_dataset\southern magnolia\3397.jpg,southern magnolia,Train,Train,Train,Train,Valid,Test,Train,Train,Train,Train
3398.jpg,Flavia_dataset\southern magnolia\3398.jpg,southern magnolia,Train,Test,Train,Train,Train,Valid,Train,Train,Train,Train
3399.jpg,Flavia_dataset\southern magnolia\3399.jpg,southern magnolia,Valid,Train,Train,Train,Train,Train,Test,Train,Train,Train
3400.jpg,Flavia_dataset\southern magnolia\3400.jpg,southern magnolia,Test,Train,Valid,Train,Train,Train,Train,Train,Train,Train
3401.jpg,Flavia_dataset\southern magnolia\3401.jpg,southern magnolia,Train,Train,Train,Train,Test,Train,Train,Valid,Train,Train
3402.jpg,Flavia_dataset\southern magnolia\3402.jpg,southern magnolia,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Test
3403.jpg,Flavia_dataset\southern magnolia\3403.jpg,southern magnolia,Train,Train,Train,Test,Train,Train,Train,Train,Valid,Train
3404.jpg,Flavia_dataset\southern magnolia\3404.jpg,southern magnolia,Train,Train,Train,Valid,Train,Train,Train,Train,Train,Test
3405.jpg,Flavia_dataset\southern magnolia\3405.jpg,southern magnolia,Train,Train,Train,Train,Train,Train,Train,Valid,Test,Train
3406.jpg,Flavia_dataset\southern magnolia\3406.jpg,southern magnolia,Train,Valid,Test,Train,Train,Train,Train,Train,Train,Train
3407.jpg,Flavia_dataset\southern magnolia\3407.jpg,southern magnolia,Train,Train,Train,Train,Train,Train,Train,Test,Train,Valid
3408.jpg,Flavia_dataset\southern magnolia\3408.jpg,southern magnolia,Valid,Train,Train,Train,Train,Test,Train,Train,Train,Train
3409.jpg,Flavia_dataset\southern magnolia\3409.jpg,southern magnolia,Train,Train,Valid,Train,Train,Train,Test,Train,Train,Train
3410.jpg,Flavia_dataset\southern magnolia\3410.jpg,southern magnolia,Train,Test,Train,Train,Valid,Train,Train,Train,Train,Train
3411.jpg,Flavia_dataset\southern magnolia\3411.jpg,southern magnolia,Train,Train,Train,Train,Test,Train,Valid,Train,Train,Train
3412.jpg,Flavia_dataset\southern magnolia\3412.jpg,southern magnolia,Test,Train,Train,Train,Train,Valid,Train,Train,Train,Train
3413.jpg,Flavia_dataset\southern magnolia\3413.jpg,southern magnolia,Train,Train,Test,Train,Valid,Train,Train,Train,Train,Train
3414.jpg,Flavia_dataset\southern magnolia\3414.jpg,southern magnolia,Train,Train,Train,Train,Test,Valid,Train,Train,Train,Train
3415.jpg,Flavia_dataset\southern magnolia\3415.jpg,southern magnolia,Valid,Train,Train,Train,Train,Train,Train,Train,Test,Train
3416.jpg,Flavia_dataset\southern magnolia\3416.jpg,southern magnolia,Train,Train,Valid,Train,Train,Train,Train,Test,Train,Train
3417.jpg,Flavia_dataset\southern magnolia\3417.jpg,southern magnolia,Train,Valid,Train,Train,Train,Train,Test,Train,Train,Train
3418.jpg,Flavia_dataset\southern magnolia\3418.jpg,southern magnolia,Train,Train,Train,Train,Train,Train,Train,Valid,Train,Test
3419.jpg,Flavia_dataset\southern magnolia\3419.jpg,southern magnolia,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
3420.jpg,Flavia_dataset\southern magnolia\3420.jpg,southern magnolia,Test,Train,Train,Train,Train,Train,Train,Train,Valid,Train
3421.jpg,Flavia_dataset\southern magnolia\3421.jpg,southern magnolia,Train,Train,Train,Test,Train,Train,Train,Train,Train,Valid
3422.jpg,Flavia_dataset\southern magnolia\3422.jpg,southern magnolia,Train,Test,Train,Train,Train,Train,Valid,Train,Train,Train
3423.jpg,Flavia_dataset\southern magnolia\3423.jpg,southern magnolia,Valid,Train,Train,Train,Test,Train,Train,Train,Train,Train
3424.jpg,Flavia_dataset\southern magnolia\3424.jpg,southern magnolia,Test,Train,Train,Train,Train,Train,Train,Train,Valid,Train
3425.jpg,Flavia_dataset\southern magnolia\3425.jpg,southern magnolia,Train,Train,Train,Test,Train,Train,Train,Valid,Train,Train
3426.jpg,Flavia_dataset\southern magnolia\3426.jpg,southern magnolia,Train,Train,Train,Train,Valid,Train,Test,Train,Train,Train
3427.jpg,Flavia_dataset\southern magnolia\3427.jpg,southern magnolia,Train,Train,Train,Train,Train,Valid,Train,Train,Test,Train
3428.jpg,Flavia_dataset\southern magnolia\3428.jpg,southern magnolia,Train,Test,Train,Train,Train,Train,Valid,Train,Train,Train
3429.jpg,Flavia_dataset\southern magnolia\3429.jpg,southern magnolia,Train,Train,Valid,Train,Train,Test,Train,Train,Train,Train
3430.jpg,Flavia_dataset\southern magnolia\3430.jpg,southern magnolia,Train,Train,Test,Train,Train,Train,Train,Train,Train,Valid
3431.jpg,Flavia_dataset\southern magnolia\3431.jpg,southern magnolia,Train,Train,Train,Valid,Train,Train,Train,Test,Train,Train
3432.jpg,Flavia_dataset\southern magnolia\3432.jpg,southern magnolia,Train,Valid,Train,Train,Train,Train,Train,Train,Train,Test
3433.jpg,Flavia_dataset\southern magnolia\3433.jpg,southern magnolia,Train,Train,Train,Train,Train,Train,Train,Test,Train,Valid
3434.jpg,Flavia_dataset\southern magnolia\3434.jpg,southern magnolia,Test,Train,Train,Train,Train,Train,Train,Train,Valid,Train
3435.jpg,Flavia_dataset\southern magnolia\3435.jpg,southern magnolia,Train,Train,Valid,Train,Train,Train,Train,Train,Train,Test
3436.jpg,Flavia_dataset\southern magnolia\3436.jpg,southern magnolia,Train,Valid,Train,Train,Train,Train,Train,Train,Test,Train
3437.jpg,Flavia_dataset\southern magnolia\3437.jpg,southern magnolia,Valid,Train,Train,Test,Train,Train,Train,Train,Train,Train
3438.jpg,Flavia_dataset\southern magnolia\3438.jpg,southern magnolia,Train,Train,Test,Train,Valid,Train,Train,Train,Train,Train
3439.jpg,Flavia_dataset\southern magnolia\3439.jpg,southern magnolia,Train,Test,Train,Train,Train,Train,Train,Valid,Train,Train
3440.jpg,Flavia_dataset\southern magnolia\3440.jpg,southern magnolia,Train,Train,Train,Train,Train,Test,Valid,Train,Train,Train
3441.jpg,Flavia_dataset\southern magnolia\3441.jpg,southern magnolia,Train,Train,Train,Train,Test,Valid,Train,Train,Train,Train
3442.jpg,Flavia_dataset\southern magnolia\3442.jpg,southern magnolia,Train,Train,Train,Valid,Train,Train,Test,Train,Train,Train
3443.jpg,Flavia_dataset\southern magnolia\3443.jpg,southern magnolia,Train,Valid,Test,Train,Train,Train,Train,Train,Train,Train
3444.jpg,Flavia_dataset\southern magnolia\3444.jpg,southern magnolia,Train,Test,Train,Train,Train,Train,Train,Valid,Train,Train
3445.jpg,Flavia_dataset\southern magnolia\3445.jpg,southern magnolia,Train,Train,Train,Valid,Train,Test,Train,Train,Train,Train
3446.jpg,Flavia_dataset\southern magnolia\3446.jpg,southern magnolia,Train,Train,Train,Train,Train,Valid,Test,Train,Train,Train
3447.jpg,Flavia_dataset\Canadian poplar\3447.jpg,Canadian poplar,Train,Train,Valid,Train,Test,Train,Train,Train,Train,Train
3448.jpg,Flavia_dataset\Canadian poplar\3448.jpg,Canadian poplar,Valid,Train,Train,Test,Train,Train,Train,Train,Train,Train
3449.jpg,Flavia_dataset\Canadian poplar\3449.jpg,Canadian poplar,Test,Train,Train,Train,Train,Train,Train,Train,Train,Valid
3450.jpg,Flavia_dataset\Canadian poplar\3450.jpg,Canadian poplar,Train,Train,Train,Train,Train,Train,Valid,Train,Test,Train
3451.jpg,Flavia_dataset\Canadian poplar\3451.jpg,Canadian poplar,Train,Train,Train,Train,Valid,Train,Train,Test,Train,Train
